# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250501
# Fecha de finalización: 20250531
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
"Resultados para ""HIDROMAS "",0,1,0,1,1,0,1,1,33,5"
"Resultados para ""HIDROMASE "",0,1,0,1,1,0,1,1,5,5"
"Resultados para ""HIDROMASEA "",0,2,0,1,1,0,1,2,4,9"
"Resultados para ""HOJA "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""HONGO "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""HORQUE "",0,2,0,1,1,0,1,2,14,8"
"Resultados para ""HORQUETA "",0,1,0,1,1,0,1,1,12,5"
"Resultados para ""HORQUILLA CON SEGURO 232003 "",0,3,0,1,1,0,1,3,70,16"
"Resultados para ""HQ-200 "",0,1,0,1,1,0,1,1,8,6"
"Resultados para ""HQS-550 "",0,1,0,1,1,0,1,1,12,5"
"Resultados para ""Hidrojet "",0,3,0,1,0,0,1,3,42,15"
"Resultados para ""Hidrojet con ro "",0,3,0,1,0,0,1,3,71,13"
"Resultados para ""Hidromasaje "",0,3,0,1,1,0,1,3,9,11"
"Resultados para ""Hidromasajeadores "",0,2,0,1,1,0,1,2,15,8"
"Resultados para ""ILUMINACION "",0,1,0,1,1,0,1,1,171,4"
"Resultados para ""INVERTER "",0,3,0,2,2,0,2,1.5,6,9"
"Resultados para ""IONIZ "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""IONIZADOR "",0,2,0,2,2,0,2,1,3.5,6"
"Resultados para ""Impulsor bae 100 "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""Inox "",0,2,0,1,1,0,1,2,30,6"
"Resultados para ""Instalaciones "",0,2,0,1,0,0,1,2,39,8"
"Resultados para ""Intalacion "",0,3,0,1,1,0,1,3,7,10"
"Resultados para ""Intalacion hidromasajeador "",0,1,0,1,1,0,1,1,38,3"
"Resultados para ""Inverter "",0,2,0,2,2,0,2,1,6.5,7"
"Resultados para ""Invertir "",0,1,0,1,0,0,1,1,26,5"
"Resultados para ""Ioni "",0,1,0,1,1,0,1,1,10,4"
"Resultados para ""Ionizador "",0,6,0,4,1,0,4,1.5,19.5,17"
"Resultados para ""Ionizador pileta "",0,1,0,1,0,0,1,1,11,3"
"Resultados para ""Ionizadores "",0,1,0,1,0,0,1,1,7,3"
"Resultados para ""Ionizándote "",0,1,0,1,0,0,1,1,21,3"
"Resultados para ""Itp "",0,1,0,1,0,0,1,1,18,3"
"Resultados para ""JET "",0,1,0,1,1,0,1,1,15,3"
"Resultados para ""Jet "",0,1,0,1,0,0,1,1,26,4"
"Resultados para ""Junta estrella "",0,1,0,1,1,0,1,1,20,3"
"Resultados para ""K119002 "",0,1,0,1,1,0,1,1,83,6"
"Resultados para ""K119011 "",0,1,0,1,1,0,1,1,25,5"
"Resultados para ""K241084 "",0,1,0,1,1,0,1,1,5,5"
"Resultados para ""K241090 "",0,1,0,1,1,0,1,1,67,5"
"Resultados para ""KE 264 "",0,1,0,1,0,0,1,1,5,3"
"Resultados para ""KIT ANA "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""Kit pileta hormigon "",0,1,0,1,1,0,1,1,29,4"
"Resultados para ""L14L4A01 "",0,1,0,1,1,0,1,1,1,3"
"Resultados para ""LABOR "",0,1,0,1,1,0,1,1,10,5"
"Resultados para ""LABORA "",0,1,0,1,1,0,1,1,5,5"
"Resultados para ""LABORATORIO "",0,1,0,1,1,0,1,1,13,5"
"Resultados para ""LAMINA "",0,2,0,1,1,0,1,2,7,7"
"Resultados para ""LED "",0,1,0,1,1,0,1,1,11,6"
"Resultados para ""LIMPIA "",0,1,0,1,1,0,1,1,5,5"
"Resultados para ""LIMPIA FON "",0,1,0,1,1,0,1,1,12,6"
"Resultados para ""LIMPIA FONDO "",0,1,0,1,1,0,1,1,4,5"
"Resultados para ""LIMPIAFOND "",0,2,0,1,1,0,1,2,47,7"
"Resultados para ""LIMPIAFONDO "",0,1,0,1,1,0,1,1,3,5"
"Resultados para ""LIMPIAFONDOS "",0,2,0,2,2,0,2,1,37.5,11"
"Resultados para ""Led "",0,2,0,1,1,0,1,2,0,5"
"Resultados para ""Liga "",0,2,0,1,0,0,1,2,0,5"
"Resultados para ""Limpia fondo "",0,2,0,2,1,0,2,1,14.5,10"
"Resultados para ""Limpia fondo 8 ruedas "",0,1,0,1,1,0,1,1,74,3"
"Resultados para ""Limpia fondo flexible ningbo "",0,3,0,1,1,0,1,3,31,14"
"Resultados para ""Limpia fondo medialuna "",0,2,0,1,1,0,1,2,13,6"
"Resultados para ""Limpia fondo triangular "",0,1,0,1,1,0,1,1,16,3"
"Resultados para ""Limpiafondo "",0,4,0,2,1,0,2,2,23,12"
"Resultados para ""Limpiafondos "",0,1,0,1,0,0,1,1,8,3"
"Resultados para ""Linea BAS "",0,1,0,1,0,0,1,1,0,2"
"Resultados para ""Llaves de paso "",0,1,0,1,0,0,1,1,11,3"
"Resultados para ""Llenado automático "",0,1,0,1,1,0,1,1,6,3"
"Resultados para ""Lomipool "",0,3,0,1,1,0,1,3,0,8"
"Resultados para ""Luces "",0,2,0,2,1,0,2,1,5,11"
"Resultados para ""Luces acero inoxidable "",0,1,0,1,0,0,1,1,35,3"
"Resultados para ""Luces power led "",0,3,0,1,0,0,1,3,52,14"
"Resultados para ""Luminaria Spot Led Rgb 3.6w Aro Blanco Embutir Pileta Hormig "",0,1,0,1,0,0,1,1,9,3"
"Resultados para ""Lumipool "",0,1,0,1,1,0,1,1,19,4"
"Resultados para ""Luz "",0,2,0,2,1,0,2,1,72,8"
"Resultados para ""Luz color "",0,1,0,1,0,0,1,1,27,3"
"Resultados para ""Luz rgb 9w "",0,1,0,1,1,0,1,1,22,3"
"Resultados para ""M-CAFVC10 "",0,2,0,2,2,0,2,1,8,9"
"Resultados para ""M62700036 "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""MA-310 "",0,1,0,1,0,0,1,1,1,4"
"Resultados para ""MA310 "",0,1,0,1,0,0,1,1,4,6"
"Resultados para ""MANGO "",0,1,0,1,1,0,1,1,4,4"
"Resultados para ""MANGUERA "",0,1,0,1,1,0,1,1,17,5"
"Resultados para ""MARCO "",0,2,0,2,2,0,2,1,27.5,9"
"Resultados para ""MEDID "",0,1,0,1,0,0,1,1,25,4"
"Resultados para ""MU "",0,1,0,1,1,0,1,1,51,5"
"Resultados para ""MULTIVALVULA "",0,2,0,2,2,0,2,1,11,7"
"Resultados para ""Mango telescópico "",0,1,0,1,1,0,1,1,74,4"
"Resultados para ""Mango telescópico 360 "",0,1,0,1,1,0,1,1,59,3"
"Resultados para ""Manguera "",0,2,0,2,2,0,2,1,21.5,7"
"Resultados para ""Manguera plana "",0,1,0,1,0,0,1,1,12,3"
"Resultados para ""Manguito "",0,2,0,1,1,0,1,2,114,10"
"Resultados para ""Manual "",0,1,0,1,0,0,1,1,5,3"
"Resultados para ""Manual filtro "",0,1,0,1,0,0,1,1,6,3"
"Resultados para ""Marco caudal "",0,3,0,1,1,0,1,3,30,11"
"Resultados para ""Medidor ph "",0,2,0,1,0,0,1,2,7,6"
"Resultados para ""Mms "",0,1,0,1,0,0,1,1,14,4"
"Resultados para ""Motor "",0,2,0,2,1,0,2,1,29.5,7"
"Resultados para ""Motor Vulcano BAE 075 para pileta 0.75 HP 220V Monofásica "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""Motor bae 0.75 hp "",0,1,0,1,0,0,1,1,3,3"
"Resultados para ""Motor oara bomba BAE 75 "",0,1,0,1,0,0,1,1,40,3"
"Resultados para ""Motores "",0,1,0,1,0,0,1,1,8,3"
"Resultados para ""Multival "",0,3,0,1,0,0,1,3,28,8"
"Resultados para ""Multivalvula "",0,7,0,3,3,0,3,2.3333333333333335,16.333333333333332,19"
"Resultados para ""Multivalvulas "",0,1,0,1,0,0,1,1,13,3"
"Resultados para ""O RING "",0,1,0,1,1,0,1,1,4,5"
"Resultados para ""O RING ROTOR "",0,1,0,1,1,0,1,1,16,7"
"Resultados para ""ORING 8 PULGADAS "",0,1,0,1,1,0,1,1,18,3"
"Resultados para ""ORING CUERPO SUPERIOR "",0,1,0,1,1,0,1,1,83,6"
"Resultados para ""ORQU "",0,1,0,1,1,0,1,1,13,4"
"Resultados para ""Oring tapa intermedia "",0,2,0,1,1,0,1,2,59,11"
"Resultados para ""Osmosis "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""O’ring un "",0,1,0,1,0,0,1,1,68,4"
"Resultados para ""PASA "",0,1,0,1,1,0,1,1,31,4"
"Resultados para ""PASAMANO "",0,5,0,3,3,0,3,1.6666666666666667,45,17"
"Resultados para ""PASAMANOS "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""PASTILLA TRIPLE ACCION "",0,1,0,1,1,0,1,1,6,4"
"Resultados para ""PDF "",0,1,0,1,0,0,1,1,1,4"
"Resultados para ""PEGAMENTO "",0,2,0,1,1,0,1,2,24,12"
"Resultados para ""PELDAÑO "",0,2,0,1,1,0,1,2,25,10"
"Resultados para ""PERTIGA "",0,1,0,1,0,0,1,1,15,6"
"Resultados para ""PISTOLA "",0,2,0,1,0,0,1,2,10,9"
"Resultados para ""POOL INVERTER "",0,1,0,1,1,0,1,1,6,3"
"Resultados para ""POWER "",0,2,0,1,1,0,1,2,40,9"
"Resultados para ""PRESS "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""PTK02 "",0,1,0,1,1,0,1,1,10,6"
"Resultados para ""PV01-1 "",0,1,0,1,1,0,1,1,14,6"
"Resultados para ""PVC "",0,1,0,1,1,0,1,1,11,6"
"Resultados para ""Palanca multivalvula "",0,1,0,1,0,0,1,1,170,6"
"Resultados para ""Pantalla "",0,1,0,1,0,0,1,1,18,3"
"Resultados para ""Pasamano "",0,1,0,1,0,0,1,1,4,3"
"Resultados para ""Pasamanos "",0,6,0,4,1,1,4,1.5,19.75,19"
"Resultados para ""Pasamuro 2\"" "",0,1,0,1,0,0,1,1,34,3"
"Resultados para ""Pasamuro para luminaria PowerLED "",0,1,0,1,1,0,1,1,29,3"
"Resultados para ""Pastilla "",0,1,0,1,1,0,1,1,0,3"
"Resultados para ""Perno de horqueta "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""Pertiga "",0,1,0,1,0,0,1,1,18,5"
"Resultados para ""Ph "",0,2,0,2,2,0,2,1,4,6"
"Resultados para ""Pico Hidromasaje "",0,3,0,1,1,0,1,3,31,13"
"Resultados para ""Piedra fina "",0,1,0,1,1,0,1,1,16,5"
"Resultados para ""Pintura "",0,2,0,1,0,0,1,2,13,6"
"Resultados para ""Piscinas "",0,1,0,1,0,0,1,1,0,2"
"Resultados para ""Pistola para despacho de aceite "",0,2,0,1,0,0,1,2,102,7"
"Resultados para ""Pompon "",0,1,0,1,0,0,1,1,9,5"
"Resultados para ""Pool Inverter "",0,2,0,1,1,0,1,2,25,6"
"Resultados para ""Pool inverter "",0,1,0,1,1,0,1,1,12,3"
"Resultados para ""Pool inverter 50 "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""Pool onverter "",0,1,0,1,0,0,1,1,5,3"
"Resultados para ""Pospones "",0,2,0,1,0,0,1,2,0,4"
"Resultados para ""PowerLED 6W RGB 5 m "",0,1,0,1,1,0,1,1,10,3"
"Resultados para ""Powerled "",0,1,0,1,1,0,1,1,28,5"
"Resultados para ""Powerled 4.5 "",0,2,0,1,0,0,1,2,44,9"
"Resultados para ""Precio "",0,2,0,2,0,0,2,1,9.5,8"
"Resultados para ""Prefiltro "",0,4,0,2,0,0,2,2,51,13"
"Resultados para ""Pulpo para filtro "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""Pulsador "",0,1,0,1,0,0,1,1,10,3"
"Resultados para ""Pulsador de aire "",0,1,0,1,1,0,1,1,26,3"
"Resultados para ""Purgadi de freno "",0,1,0,1,0,0,1,1,26,5"
"Resultados para ""Purgue de freno "",0,2,0,1,0,0,1,2,10,7"
"Resultados para ""Purificadores de agua para mesada "",0,1,0,1,0,0,1,1,3,3"
"Resultados para ""Que servicio brindan "",0,1,0,1,1,0,1,1,1,3"
"Resultados para ""R201277 "",0,2,0,2,2,0,2,1,4,8"
"Resultados para ""R201279 "",0,1,0,1,1,0,1,1,8,6"
"Resultados para ""REGULADOR SKIMMER "",0.5,1,0,1,1,0,1,1,69,5"
"Resultados para ""REPUESTO LIMPIAFONDO "",0,1,0,1,1,0,1,1,24,7"
"Resultados para ""RESORTE "",0,1,0,1,1,0,1,1,6,3"
"Resultados para ""RET "",0.5,1,0,1,1,0,1,1,14,6"
"Resultados para ""RETORNO "",0,2,0,2,2,0,2,1,96,11"
"Resultados para ""RF-003B-252 "",0,1,0,1,1,0,1,1,19,5"
"Resultados para ""RGB "",0,3,0,1,0,0,1,3,79,16"
"Resultados para ""RODAMIENTOS "",0,1,0,1,1,0,1,1,0,4"
"Resultados para ""ROTOMOLDEADO "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""RUEDA "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""Rebosadero "",0,1,0,1,1,0,1,1,16,3"
"Resultados para ""Recursos humanos "",0,1,0,1,0,0,1,1,0,2"
"Resultados para ""Regulador "",0,2,0,1,1,0,1,2,0,5"
"Resultados para ""Regulador de nivel "",0,1,0,1,1,0,1,1,11,3"
"Resultados para ""Regulador ph "",0,1,0,1,1,0,1,1,22,5"
"Resultados para ""Rejilla "",0,1,0,1,1,0,1,1,38,5"
"Resultados para ""Rejillas "",0,1,0,1,1,0,1,1,18,3"
"Resultados para ""Repuesto balbula "",0,2,0,1,1,0,1,2,19,5"
"Resultados para ""Repuesto de cepillo "",0,1,0,1,0,0,1,1,26,3"
"Resultados para ""Repuesto de filtro "",0,1,0,1,0,0,1,1,12,3"
"Resultados para ""Repuesto hidrojet "",0,1,0,1,0,0,1,1,16,3"
"Resultados para ""Repuesto oring "",0,1,0,1,1,0,1,1,18,3"
"Resultados para ""Repuestos de cocknas "",0,4,0,1,0,0,1,4,42,16"
"Resultados para ""Repuestos filtro "",0,2,0,1,0,0,1,2,1,5"
"Resultados para ""Retorno "",0,1,0,1,1,0,1,1,15,3"
"Resultados para ""Retorno de hormigón "",0,3,0,1,1,0,1,3,220,12"
"Resultados para ""Revestimiento "",0,1,0,1,0,0,1,1,62,3"
"Resultados para ""Rgb "",0,5,0,2,0,0,2,2.5,28,20"
"Resultados para ""Rotor "",0,4,0,2,1,0,2,2,9,14"
"Resultados para ""Ruleman "",0,1,0,1,1,0,1,1,0,2"
"Resultados para ""S 2000 "",0,1,0,1,1,0,1,1,130,3"
"Resultados para ""S2000 "",0.5,1,0,1,1,0,1,1,0,5"
"Resultados para ""SACAH "",0,4,0,1,1,0,1,4,45,20"
"Resultados para ""SACAHOJAS "",0,2,0,2,1,0,2,1,47.5,10"
"Resultados para ""SALTO "",0,2,0,1,1,0,1,2,13,8"
"Resultados para ""SALVAVIDAS PROFESIONAL "",0,2,0,1,0,0,1,2,29,8"
"Resultados para ""SD 100 "",0,1,0,1,0,0,1,1,4,4"
"Resultados para ""SF-215 "",0,1,0,1,1,0,1,1,11,5"
"Resultados para ""SKIMMER "",0,2,0,2,2,0,2,1,14,11"
"Resultados para ""SOLAR "",0,1,0,1,1,0,1,1,4,4"
"Resultados para ""SOPLADORA "",0,1,0,1,1,0,1,1,12,5"
"Resultados para ""SP0030V "",0,1,0,1,1,0,1,1,8,5"
"Resultados para ""SP2828V "",0,1,0,1,1,0,1,1,46,5"
"Resultados para ""SUCCION "",0,1,0,1,1,0,1,1,90,7"
"Resultados para ""SUPERLED "",0,2,0,2,1,0,2,1,5,7"
"Resultados para ""SUPERLED LUZ BLANCA "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""Sacahojas "",0,2,0,1,0,0,1,2,16,7"
"Resultados para ""Selectora "",0,2,0,1,0,0,1,2,32,6"
"Resultados para ""Selectora de cabezal partrs "",0,1,0,1,0,0,1,1,12,3"
"Resultados para ""Silencer air blower "",0,1,0,1,1,0,1,1,22,3"
"Resultados para ""Skimee de jormigon "",0,1,0,1,1,0,1,1,23,3"
"Resultados para ""Skimmer "",0,5,0,3,1,0,3,1.6666666666666667,47.333333333333336,15"
"Resultados para ""TABLA "",0,1,0,1,1,0,1,1,15,4"
"Resultados para ""TABLERO DE PISCINA "",0,1,0,1,1,0,1,1,50,4"
"Resultados para ""TAMPA "",0,1,0,1,0,0,1,1,21,5"
"Resultados para ""TAMPA FILTRO "",0,1,0,1,0,0,1,1,8,4"
"Resultados para ""TAPA "",0,4,0,2,2,0,2,2,9.5,19"
"Resultados para ""TAPA REJILLA "",0,2,0,1,1,0,1,2,13,7"
"Resultados para ""TAPA VISORA "",0,2,0,1,1,0,1,2,48,8"
"Resultados para ""TAPON "",0,4,0,1,1,0,1,4,43,14"
"Resultados para ""TELSA 5 / ZUIPY "",0,1,0,1,0,0,1,1,17,6"
"Resultados para ""TOMA DE FONDO "",0,2,0,2,2,0,2,1,9,7"
"Resultados para ""TOMA FONDO "",0,1,0,1,0,0,1,1,507,6"
"Resultados para ""TOP 250 "",0,1,0,1,1,0,1,1,9,6"
"Resultados para ""TRAMPOLIN "",0,4,0,2,2,0,2,2,22.5,14"
"Resultados para ""TUBULAR "",0,1,0,1,0,0,1,1,3,4"
"Resultados para ""TUERCA "",0,1,0,1,1,0,1,1,40,4"
"Resultados para ""TUERCA BAe "",0,1,0,1,1,0,1,1,5,4"
"Resultados para ""TUERCA MANGO "",0,1,0,1,1,0,1,1,13,4"
"Resultados para ""TUERCA P "",0,1,0,1,1,0,1,1,99,8"
"Resultados para ""TUERCA UNION "",0,1,0,1,1,0,1,1,20,4"
"Resultados para ""TUERCA UNION DOBLE "",0,1,0,1,1,0,1,1,7,4"
"Resultados para ""Tabla de nado "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""Tablero Electrico "",0,1,0,1,0,0,1,1,3,3"
"Resultados para ""Tanque de filtro "",0,4,0,1,1,0,1,4,27,15"
"Resultados para ""Tapa "",0,1,0,1,0,0,1,1,15,3"
"Resultados para ""Tapa acrilica "",0,1,0,1,0,0,1,1,23,3"
"Resultados para ""Tapa bomba "",0,1,0,1,0,0,1,1,18,3"
"Resultados para ""Tapa intermedia "",0,2,0,1,1,0,1,2,9,8"
"Resultados para ""Tapa rejilla para toma de fondo "",0,1,0,1,1,0,1,1,40,5"
"Resultados para ""Tapa visor "",0,1,0,1,0,0,1,1,16,4"
"Resultados para ""Tapa visora "",0,1,0,1,1,0,1,1,97,5"
"Resultados para ""Tapa visora dosificados "",0,1,0,1,1,0,1,1,9,5"
"Resultados para ""Tapon "",0,1,0,1,0,0,1,1,109,4"
"Resultados para ""Tapon hembra "",0,2,0,1,1,0,1,2,292,9"
"Resultados para ""Tapón macho "",0,1,0,1,1,0,1,1,18,5"
"Resultados para ""Tee "",0,1,0,1,1,0,1,1,0,2"
"Resultados para ""Terminal "",0,1,0,1,1,0,1,1,23,3"
"Resultados para ""Test "",0,2,0,1,0,0,1,2,29,10"
"Resultados para ""Tiene "",0,1,0,1,1,0,1,1,7,5"
"Resultados para ""Timer "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""Toma de fondo "",0,4,0,2,1,0,2,2,13.5,19"
"Resultados para ""Toma de fondo (piscina de hormigón) "",0,2,0,1,1,0,1,2,9,7"
"Resultados para ""Tornillo "",0,1,0,1,0,0,1,1,17,3"
"Resultados para ""Trabajo "",0,1,0,1,0,0,1,1,1,3"
"Resultados para ""Trampa de peño "",0,1,0,1,0,0,1,1,80,3"
"Resultados para ""Trifasica "",0,1,0,1,1,0,1,1,26,3"
"Resultados para ""Trineo "",0,1,0,1,0,0,1,1,0,2"
"Resultados para ""Tuerca bomba "",0,1,0,1,0,0,1,1,37,3"
"Resultados para ""UNION "",0,1,0,1,1,0,1,1,17,6"
"Resultados para ""UNION DOBLE "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""Unión flexible "",0,2,0,1,1,0,1,2,35,10"
"Resultados para ""VC-200 "",0,1,0,1,1,0,1,1,25,4"
"Resultados para ""VC-30 "",0,1,0,1,1,0,1,1,7,3"
"Resultados para ""VELO "",0,1,0,1,1,0,1,1,10,6"
"Resultados para ""VF-2000 "",0,1,0,1,1,0,1,1,1,3"
"Resultados para ""VIROLA "",0,2,0,1,1,0,1,2,76,7"
"Resultados para ""VUL101101 "",0,1,0,1,0,0,1,1,3,5"
"Resultados para ""VULCANO CAJA ESTANCA "",0,1,0,1,0,0,1,1,97,3"
"Resultados para ""VULCLOR BIO "",0,1,0,1,0,0,1,1,61,4"
"Resultados para ""VULCLORBIO "",0,2,0,1,0,0,1,2,51,9"
"Resultados para ""Valvula "",0,2,0,2,1,0,2,1,26.5,11"
"Resultados para ""Valvula filtro "",0,1,0,1,1,0,1,1,32,4"
"Resultados para ""Valvulas 3 vias "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""Vc "",0,1,0,1,0,0,1,1,8,5"
"Resultados para ""Vc 200 "",0,1,0,1,0,0,1,1,34,4"
"Resultados para ""Vc 30 "",0,6,0,3,1,0,3,2,10,19"
"Resultados para ""Vc-250 "",0,3,0,1,0,0,1,3,16,9"
"Resultados para ""Vc-300 "",0,2,0,1,0,0,1,2,13,6"
"Resultados para ""Vc100r "",0,2,0,1,1,0,1,2,11,8"
"Resultados para ""Vc20 "",0,2,0,2,1,0,2,1,4.5,7"
"Resultados para ""Vc30 "",0,8,0,3,0,0,3,2.6666666666666665,28,30"
"Resultados para ""Vc50 "",0,7,0,1,0,0,1,7,26,28"
"Resultados para ""Vcq00 rotomoldeado "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""Vulcano "",0,1,0,1,0,0,1,1,50,3"
"Resultados para ""Vulcano 1hp "",0,2,0,1,0,0,1,2,15,6"
"Resultados para ""Vulcano104144 "",0,1,0,1,1,0,1,1,3,5"
"Resultados para ""Válvula "",0,2,0,1,1,0,1,2,18,10"
"Resultados para ""Válvula 3 vías para roscar "",0,1,0,1,1,0,1,1,14,3"
"Resultados para ""Válvula 6 vías "",0,2,0,1,1,0,1,2,397,7"
"Resultados para ""ZUIOY "",0,1,0,1,1,0,1,1,2,5"
"Resultados para ""ZUIPY "",0,12,0,7,6,0,7,1.7142857142857142,12.571428571428571,45"
"Resultados para ""ZUIPY 200 "",0,1,0,1,0,0,1,1,3,3"
"Resultados para ""Zuipi "",0,1,0,1,1,0,1,1,6,8"
"Resultados para ""Zuipy "",0,4,0,3,2,0,3,1.3333333333333333,24.666666666666668,21"
"Resultados para ""a11d1 "",0,1,0,1,1,0,1,1,25,6"
"Resultados para ""abezL "",0,1,0,1,0,0,1,1,14,5"
"Resultados para ""ablandado "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""ablandador "",0.06666666666666667,19,0,12,10,1,12,1.5833333333333333,7.666666666666667,59"
"Resultados para ""acetato "",0,1,0,1,1,0,1,1,8,4"
"Resultados para ""acople "",0,9,0,7,5,0,7,1.2857142857142858,26.571428571428573,37"
"Resultados para ""acople espigado "",0,1,0,1,1,0,1,1,143,5"
"Resultados para ""acople fle "",0,1,0,1,1,0,1,1,10,4"
"Resultados para ""acople rapido "",0,2,0,2,2,0,2,1,29,8"
"Resultados para ""acople rapido bulkcano "",0,1,0,1,1,0,1,1,71,4"
"Resultados para ""acople rapído "",0,1,0,1,0,0,1,1,137,6"
"Resultados para ""acoples "",0,1,0,1,1,0,1,1,22,4"
"Resultados para ""adaptador "",0,2,0,1,0,0,1,2,17,7"
"Resultados para ""alguicida "",0,2,0,1,1,0,1,2,15,10"
"Resultados para ""anclaje "",0,4,0,3,3,0,3,1.3333333333333333,17.666666666666668,17"
"Resultados para ""antracita "",0,2,0,2,1,0,2,1,7,8"
"Resultados para ""ar 330 "",0,1,0,1,0,0,1,1,57,4"
"Resultados para ""arandela "",0,1,0,1,1,0,1,1,88,6"
"Resultados para ""arena "",0,2,0,1,0,0,1,2,27,6"
"Resultados para ""aro "",0,6,0,4,2,0,4,1.5,133.5,23"
"Resultados para ""aro desm "",0,1,0,1,1,0,1,1,16,4"
"Resultados para ""arrecife "",0,2,0,2,2,0,2,1,5,7"
"Resultados para ""aspersores "",0,1,0,1,0,0,1,1,8,3"
"Resultados para ""autocebante "",0,1,0,1,1,0,1,1,17,3"
"Resultados para ""autodrenante "",0,1,0,1,1,0,1,1,6,3"
"Resultados para ""autodrenantes "",0,1,0,1,1,0,1,1,7,3"
"Resultados para ""bac "",0,5,0,5,4,0,5,1,17,26"
"Resultados para ""bac 200 "",0,1,0,1,1,0,1,1,6,3"
"Resultados para ""bad 100 "",0,1,0,1,1,0,1,1,17,3"
"Resultados para ""bad 2000 "",0,1,0,1,0,0,1,1,43,4"
"Resultados para ""bad100 "",0,1,0,1,1,0,1,1,6,4"
"Resultados para ""bae "",0.2222222222222222,9,0,7,5,0,7,1.2857142857142858,18.714285714285715,35"
"Resultados para ""bae 050 "",0,3,0,2,2,0,2,1.5,11.5,9"
"Resultados para ""bae 100 "",0,2,0,2,2,0,2,1,5,9"
"Resultados para ""bae 125 "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""bae 50 "",0,1,0,1,1,0,1,1,13,5"
"Resultados para ""bae 75 "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""bae s2000 "",0,1,0,1,0,0,1,1,25,4"
"Resultados para ""bae075 "",0,2,0,2,0,0,2,1,10,7"
"Resultados para ""bae75 "",0,1,0,1,1,0,1,1,9,4"
"Resultados para ""balcon de cristal "",0,1,0,1,0,0,1,1,15,4"
"Resultados para ""bap "",0,3,0,3,3,0,3,1,13.666666666666666,9"
"Resultados para ""bap 033 "",0,2,0,1,1,0,1,2,6,8"
"Resultados para ""bap 050 "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""bap 125 "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""bap vs bae "",0,1,0,1,1,0,1,1,43,4"
"Resultados para ""bap-100 "",0,1,0,1,0,0,1,1,6,3"
"Resultados para ""barre fondo "",0,2,0,2,1,0,2,1,12,8"
"Resultados para ""barrefondo "",0,6,0,4,2,0,4,1.5,16.5,27"
"Resultados para ""bas "",0,2,0,2,2,0,2,1,8.5,8"
"Resultados para ""bas 033 "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""bat "",0,1,0,1,1,0,1,1,35,6"
"Resultados para ""bios bangho max l5 "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""blower "",0,1,0,1,1,0,1,1,0,3"
"Resultados para ""bolsa chica "",0,1,0,1,1,0,1,1,31,5"
"Resultados para ""bolsa grande "",0,1,0,1,1,0,1,1,18,6"
"Resultados para ""bomba "",0,6,0,4,3,0,4,1.5,22.25,21"
"Resultados para ""bomba 0-50 "",0,1,0,1,1,0,1,1,11,4"
"Resultados para ""bomba 0.75 hp "",0,1,0,1,0,0,1,1,47,3"
"Resultados para ""bomba 1 hp "",0,2,0,1,1,0,1,2,35,6"
"Resultados para ""bomba 2 hp "",0,1,0,1,0,0,1,1,25,4"
"Resultados para ""bomba 2hp "",0,1,0,1,1,0,1,1,17,6"
"Resultados para ""bomba autocebante "",0,2,0,1,0,0,1,2,22,11"
"Resultados para ""bomba bac "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""bomba bae "",0,6,0,4,3,0,4,1.5,16.75,18"
"Resultados para ""bomba bae 050 "",0,1,0,1,1,0,1,1,2,3"
